epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,8766.63,1.49958,2.06309,2.0474,0.50587,0.54483,0.58248,0.37458,1.4511,2.0489,2.20715,0.000949464,0.000949464,0.000949464
19,9281.85,1.46952,1.9519,2.03829,0.68515,0.52991,0.59881,0.36624,1.47651,1.98534,2.21494,0.000931786,0.000931786,0.000931786
20,9797.89,1.45672,1.95272,2.00683,0.57839,0.60947,0.61258,0.38063,1.4668,1.93757,2.22479,0.000914107,0.000914107,0.000914107
21,10297.1,1.40732,1.91586,1.9781,0.57612,0.58558,0.58511,0.35514,1.36598,1.86735,2.08181,0.000896429,0.000896429,0.000896429
22,10816.5,1.41008,1.91594,1.96687,0.50249,0.58274,0.55851,0.36799,1.34644,1.89713,2.06739,0.00087875,0.00087875,0.00087875
23,11328.3,1.36405,1.84194,1.92028,0.55915,0.60896,0.61025,0.41752,1.31831,1.74718,2.06173,0.000861071,0.000861071,0.000861071
24,11753.5,1.36911,1.7871,1.92631,0.5264,0.6446,0.61157,0.40265,1.32356,1.75755,2.06256,0.000843393,0.000843393,0.000843393
25,14884.2,1.36908,1.79484,1.93521,0.5235,0.62831,0.59769,0.3977,1.28533,1.79205,2.01961,0.000825714,0.000825714,0.000825714
26,15037.4,1.31881,1.72098,1.85738,0.52569,0.60798,0.57528,0.39693,1.2775,1.93969,2.0268,0.000808036,0.000808036,0.000808036
27,15174,1.34956,1.74539,1.88993,0.60191,0.65343,0.6683,0.42282,1.36011,1.68656,2.04451,0.000790357,0.000790357,0.000790357
28,15307.8,1.28955,1.69029,1.84149,0.61433,0.65694,0.67989,0.47353,1.25784,1.53176,1.95946,0.000772679,0.000772679,0.000772679
29,15443.4,1.30663,1.69931,1.84929,0.58628,0.67686,0.65818,0.44006,1.22258,1.63065,1.94761,0.000755,0.000755,0.000755
30,15578,1.27589,1.64201,1.83047,0.62371,0.70151,0.66581,0.46367,1.20966,1.53697,1.93554,0.000737321,0.000737321,0.000737321
31,15712.5,1.26832,1.65701,1.82081,0.62316,0.70405,0.68928,0.4745,1.25142,1.47483,1.95926,0.000719643,0.000719643,0.000719643
32,15844.4,1.21124,1.59834,1.77755,0.6362,0.68755,0.69429,0.46552,1.26803,1.53286,1.97506,0.000701964,0.000701964,0.000701964
33,15975.9,1.25864,1.62955,1.8147,0.62941,0.6957,0.68365,0.47738,1.197,1.51919,1.92758,0.000684286,0.000684286,0.000684286
34,16107,1.24678,1.57497,1.79267,0.57772,0.68184,0.65057,0.45991,1.20099,1.53607,1.90457,0.000666607,0.000666607,0.000666607
35,16238.2,1.23464,1.58762,1.78732,0.6604,0.67105,0.67217,0.45873,1.295,1.5953,2.02424,0.000648929,0.000648929,0.000648929
36,16368.8,1.20465,1.5105,1.76854,0.6598,0.70949,0.70644,0.50054,1.20097,1.42506,1.88181,0.00063125,0.00063125,0.00063125
37,16499.9,1.1907,1.57184,1.74127,0.67141,0.62798,0.67059,0.47671,1.1714,1.51885,1.882,0.000613571,0.000613571,0.000613571
38,16631.9,1.23677,1.53451,1.78696,0.69133,0.69957,0.745,0.5121,1.19872,1.39655,1.89347,0.000595893,0.000595893,0.000595893
39,16762.8,1.19537,1.51988,1.73087,0.6689,0.72116,0.72815,0.51499,1.18717,1.37278,1.86636,0.000578214,0.000578214,0.000578214
40,16893.2,1.17619,1.47043,1.73095,0.69535,0.65667,0.70227,0.49392,1.18912,1.38004,1.91627,0.000560536,0.000560536,0.000560536
41,17023.2,1.19456,1.46591,1.74759,0.72877,0.75387,0.75324,0.52078,1.24597,1.3794,1.94062,0.000542857,0.000542857,0.000542857
42,17153.3,1.17269,1.43942,1.73993,0.68008,0.7237,0.72608,0.51213,1.14346,1.39397,1.85706,0.000525179,0.000525179,0.000525179
43,17288.6,1.12967,1.40479,1.69965,0.68708,0.72605,0.72913,0.52013,1.11879,1.28936,1.80882,0.0005075,0.0005075,0.0005075
44,17419.3,1.174,1.4496,1.71753,0.71062,0.70536,0.71983,0.50344,1.15559,1.38464,1.81903,0.000489821,0.000489821,0.000489821
45,17552.6,1.17167,1.47194,1.73728,0.70349,0.69321,0.74311,0.51924,1.19351,1.28722,1.86282,0.000472143,0.000472143,0.000472143
46,17683.5,1.10789,1.36692,1.67581,0.70373,0.76283,0.7739,0.55431,1.13564,1.22168,1.79705,0.000454464,0.000454464,0.000454464
47,17814.2,1.12977,1.382,1.67579,0.65763,0.68165,0.68892,0.50604,1.1346,1.38306,1.82069,0.000436786,0.000436786,0.000436786
48,17945.4,1.12161,1.36101,1.6925,0.67706,0.77141,0.75325,0.53446,1.18904,1.30817,1.89222,0.000419107,0.000419107,0.000419107
49,18076.8,1.11015,1.38329,1.67642,0.79632,0.66545,0.77895,0.55597,1.0983,1.21503,1.78333,0.000401429,0.000401429,0.000401429
50,18209.4,1.11291,1.35469,1.67045,0.74276,0.74645,0.78236,0.54708,1.14419,1.21744,1.84184,0.00038375,0.00038375,0.00038375
51,18346.4,1.09962,1.31381,1.65522,0.69633,0.73773,0.74912,0.54152,1.08931,1.2304,1.7772,0.000366071,0.000366071,0.000366071
52,18501.4,1.10966,1.36752,1.66411,0.81067,0.6796,0.77503,0.55427,1.10454,1.28063,1.78145,0.000348393,0.000348393,0.000348393
53,18653.6,1.08898,1.33475,1.65777,0.72304,0.75027,0.73553,0.54251,1.06122,1.26481,1.73255,0.000330714,0.000330714,0.000330714
54,18808,1.05254,1.30426,1.62253,0.7,0.70476,0.75016,0.53112,1.11604,1.3188,1.80921,0.000313036,0.000313036,0.000313036
55,18957.4,1.10949,1.30702,1.64668,0.7462,0.74364,0.78445,0.55899,1.09711,1.18667,1.75739,0.000295357,0.000295357,0.000295357
56,19107,1.06937,1.28804,1.63438,0.73074,0.79038,0.80858,0.58054,1.07879,1.18918,1.74842,0.000277679,0.000277679,0.000277679
57,19255.5,1.06779,1.27097,1.6322,0.78616,0.75853,0.82344,0.59586,1.06083,1.09009,1.73019,0.00026,0.00026,0.00026
58,19405,1.06001,1.25066,1.62644,0.78205,0.74998,0.80999,0.5892,1.04402,1.13968,1.71691,0.000242321,0.000242321,0.000242321
59,19545,1.06087,1.25901,1.63327,0.8276,0.75176,0.82324,0.59162,1.07015,1.06807,1.74054,0.000224643,0.000224643,0.000224643
60,19677.4,1.04157,1.23457,1.60176,0.75667,0.7726,0.80618,0.58049,1.07085,1.11845,1.73691,0.000206964,0.000206964,0.000206964
61,19815.4,0.91826,1.17601,1.56281,0.7833,0.77099,0.8168,0.60233,1.08952,1.13753,1.74922,0.000189286,0.000189286,0.000189286
62,19971.5,0.8889,1.01931,1.53127,0.83557,0.75657,0.83006,0.60784,1.03787,1.06968,1.69517,0.000171607,0.000171607,0.000171607
63,20126.7,0.86389,0.98257,1.51661,0.78514,0.81266,0.83359,0.60672,1.03301,1.06627,1.70762,0.000153929,0.000153929,0.000153929
64,20282,0.86719,0.99254,1.52168,0.76281,0.784,0.82978,0.60576,1.04318,1.05132,1.69833,0.00013625,0.00013625,0.00013625
65,20666,0.8482,0.95991,1.51378,0.82847,0.75337,0.83364,0.61154,1.04902,1.04893,1.70636,0.000118571,0.000118571,0.000118571
66,20871.7,0.84734,0.93053,1.50752,0.81601,0.76334,0.82168,0.61127,1.03003,1.0397,1.6969,0.000100893,0.000100893,0.000100893
67,21033,0.83218,0.9084,1.48304,0.81313,0.793,0.83157,0.61894,1.01802,1.02827,1.70346,8.32143e-05,8.32143e-05,8.32143e-05
68,21188.7,0.82778,0.91005,1.48205,0.75755,0.83431,0.82907,0.61858,1.00637,1.03076,1.68599,6.55357e-05,6.55357e-05,6.55357e-05
69,21347.7,0.82426,0.88703,1.47249,0.75569,0.83128,0.83874,0.62714,1.00303,1.0098,1.66999,4.78571e-05,4.78571e-05,4.78571e-05
70,21493.2,0.80161,0.87054,1.4506,0.78807,0.80778,0.83307,0.62382,1.00758,1.00685,1.67835,3.01786e-05,3.01786e-05,3.01786e-05
